question_id,answer_text,grade
36,"A celula animal possui algumas organelas que a celula vegetal não possui, como a mitocondria, lisossomos, ribossomos... Assim como a vegetal que possui organelas que a animal não possui como: parede celular, cloroplasto e citoplasma",3
36,"a célula vegetal tem parede celular a animal não",3
36,"A vegetal é Procarionte (não possui carioteca) e a animal é Eucarionte (possúi carioteca).",0
36,"a presença de vacúolos plastos e parede secular",2
36,"A diferença entre a célula vegetal e celular é que a célula vegetal produz uma substância cujo da sua coloração verde ( cloroplasto ).",1
36,"Resposta correta",0
36,"A célula vegetal possui membrana plasmática e uma parede que a reveste externamente. A célula animal é ao contrário.",1
36,"A célula vegetal possui cloroplastos e a animal não",3
36,"A membrana plasmática e a ausência de núcleo",1
36,"A célula vegetal possui uma organela que não aparece na célula animal. Ela se chama cloroplasto e sua função é permitir que a célula faça a fotossíntese",3
36,"Uma é vegetal e outra é animal",1
36,"A célula animal possui forma irregular.
\
\
A célula vegetal possui uma forma fixa.",3
36,"A célula vegetal possui algumas estruturas diferentes, como por exemplo os cloroplastos.",3
36,"A célula vegetal possui duas estruturas que não aparecem nas celulas animais. São elas: cloroplasto e parede celular.",3
36,"a celula animal tem parede celular, vaculos e plasticos além de algumas organelas que a diferenciam da animal",2
36,"uma tem núcleo e a outra não",0
36,"a presença de vacúolos plastos e parede secular",2
36,"Na vegetal há a presença de clorofila, parede celular.",3
36,"A presença de parede celular e de cloropastos",3
36,"a animal é mais complexa que a vegetal",0
36,"A célula animal são as células dos animais e são adeptos para os animais e a célula vegetal é as células para os vegetais.",2
36,"Isolamento do material genético",0
36,"A célula vegetal possui o cloroplasto enquanto a animal não",3
36,"A célula vegetal possui uma organela que não aparece na célula animal",1
36,"A célula animal ela n possue parede celular e a vegetal simb",3
36,"Glicogênio:animal 
\
Amido:vegetal",1
36,"A célula animal não tem parede celular",3
36,"A célula vegetal possui parede celular e a animal não",3
36,"A vegetal possui duas estruturas que não aparecem nas celulas animais. São elas cloroplasto e parece celular.",3
36,"Na celula vegetal, a celula apresenta alem da membrana plasmatica, uma parece que a reveste externamente",2
36,"animal tem nucleo e a animal n tem nucleo",0
36,"não sei",0
36,"Vegetal- cloroplasto/parede da célula
\
Animal- diferentes formatos",3
36,"a celula vegetal tem parede celular e cloroplasto e a celula animal tem membrana plamática",2
36,"A celula animal e que tem no animal. E o vegetal e nas plantas.",2
36,"A célula vegetal e a animal são eucariontes, porem possuem suas diferenças, primeiramente é a sua estrutura e forma, segundamente é a sua parede celular, e por ultimo, são suas organelas",1
36,"A célula animal é eucarionte e tem membrana plasmática e a célula vegetal tem parede celular",2
36,"Celula vegetal tem parede celular e a celula animal não",3
36,"É que as plantas tem uma celula a mais que fas a fotosinteze",1
36,"Não sei",0
36,"a célula animal é a célula dos humanos e animais e a vegetal e de plantas e a vegetal tem uma substância que ajuda na fotossíntese",2
36,"A celula vegetal tem a membrana plasmatica, a animal não",0
36,"As celulas animais não tem parede celular ou cloroplastos já as células vegetais tem formas fixas e retangulares.",3
36,"Uma é de seres vivos a outra é de plantas,vegetais.
\
uma tem parede celular a outra não.",2
36,"Vegetal: Possui camada celular, vacúolo, cloroplasto, e os demais da animal exceto pela mitocôndria e lisossomo.
\
Animal: Vacúolo, complexo golgiense, núcleo, mitocôndria, nucléolo, membrana plasmática, lisossomo, citoplasma.",3
36,"não sei",0
36,"A célula animal possui carioteca e a célula vegetal não possui carioteca.",0
36,"A célula vegetal, possuí cloroblasto e todas as células são iguais, já a animal não possuí cloroblasto e possuí tipos de  células diferentes",1
36,"A célula animal é bipartida, ela consegue se regenerar. A célula vegetal não se biparte",0
36,"As células vegetais possuem parede celular",3
36,"A célula animal tem o DNA e a célula vegetal tem o RNA.",0
36,"A célula vegetal tem parede celular",3
36,"não sei",0
36,"a celula animal nao tem parede celular e a vegetal tem",2
36,"Célula animal é a célula de animais célula vegetal é a de plantas.",1
36,"A célula vegetal possui uma membrana mais fina e o animal mais grossa.",1
36,"Entre as diferenças que separam a celula vegetal das animal, podemos destavez ia porem de vaculo, planto e parede celular, as células qualquer seu nucleo.",2
36,"E que as plantas produz fotossintese e o vegetal não",2
36,"Que as células animais tem várias funções a mais do que as vegetais pois os animais falam andam tem um sistema digestivo complexo tem vários órgãos e os das plantas tem somente a fotossíntese,a criação de nutrientes,a absorção de água e etc.Por isso as células são diferentes pois as plantas são bem diferentes dos animais.",2
36,"na célula vegetal, além da membrana plasmática, possui uma 'parede' que reveste ela por fora, externamente.",2
36,"As celular vegetais possuem parede celular, mas não possuem libossomos nem centríolos, mas a celula animal possui",3
36,"As células animais não podem se reestabelecer formando novamente tal membro como as plantas, as células animais tem funções diferentes das vegetais.",1
36,"Uma fica no animal, já a outra, no vegetal.",1
36,"Não tem parede celular",1
36,"a celula animal é a mais burra e a vegetal é vegetariana",0
36,"celula animal se reproduz e a vegetal faz a fotossíntese",1
36,"A diferença é que uma é vegetal e a outra é animal",1
36,"A célula animal tem sua composição organizada, e já a célula vegetal tem o citoplasma desorganizado.",0
36,"Que a celula vegetal faz a fotossintese e possui parede celular",3
36,"A célula vegetal usa a luz e água para ter energia e a célula animal retira energia de alimento.",2
36,"Nos vegetais, tem na celula a membrana plasmatica uma parede que a reveste dentro, e na celula animal não tem isso",2
36,"não sei",0
36,"A célula vegetal possui mais células que a animal e a animal é dos animais e vegetal das plantas e vegetais.",1
36,"A animal tem mais organelas",0
36,"A célula vegetal tem parede celular, e a celula animal, e a celula animal não tem.",3
36,"A diferença é que na célula vegetal, a célula apresenta, além da membrana plasmática, uma parede que reveste externamente, essa parede celular celular garante mais resistência e célula vegetal arutencia a ruptura pela em roda da agua, e por isso, ela é responsável por o tamanho e lona à célula vegetal, e também proteger contra a entrada de pitógenes",2
36,"Celula vegetal tem mais coisas que as outras",1
36,"Aa celula animal não possui parede celular ou croropastos.",3
36,"Nas células vegetais tem a presença de parede celular e cloroplastos e na animal não tem",3
36,"A parede celular, na vegetal tem o cloroplasto",1
36,"Célula animal: astral, cêntrica, célula dívida centrípeta.
\
 
\
Célula vegetal: anastral, acêntrica, centrífuga",1
36,"A célula vegetal tem cloropasto",3
36,"Nos vegetais, a célula apresenta, além da membrana plasmática, uma parede que a reveste externamente. Formada principalmente por celulose, essa parede celular garante maior resistência à célula vegetal, evitando a ruptura pela entrada de água. ... No citoplasma, algumas organelas são comuns às células vegetais e animais",3
36,"A célula vegetal possui organelas que não aparece na célula animal.",1
36,"A célula vegetal possui uma organela que não aparece na celula animal. Ela se chama cloroplasto e sua função é permitir que a célula faça fotossintese.",2
36,"A célula animal e vegetal possui varias diferenças entre elas a célula animal tem o formato irregular, e a célula vegetal tem uma forma fixa.",2
36,"A presença de vacúolos, plastos e a parede celular.",3
36,"célula animal é a célula dos seres vivos e a vegetal são as células das plantas",2
36,"A célula animal possui 
\
A célula vegetal possui parede celular e faz fotossíntese",2
36,"Celula animal são de bichos cachorro vaca etc
\
Celula vegetal são de legumes ... etc.",1
36,"A célula vegetal apresenta parede celular , já a célula animal , não .",3
36,"O glicogênio, que é a reserva de energia animal e o amido que é vegetal",1
36,"Nas principais diferenças são estruturas e formas, a parede celular, as organelas e etc....",2
36,"Sua parede celular e o cloroplasto",2
36,"A célula animal é mais complexa pois tem mais estruturas celulares.",0
36,"A célula animal vem da célula do animais e a vegetais das plantas.",1
36,"A célula vegetal tem cloroplastos e parede celular diferente da animal.",3
36,"a celula vegetal é procarionte e a animal é eucarionte.",0
36,"A célula animal contém a parede celular, possui também algumas estruturas exclusivas de sua composição.",0
36,"A celula animal ela monta os viros do corpo a celula vegetal ela produz prioridades para o corpo humano",0
36,"A celula animal e vegetal possui varias diferenças entre elas a célula animal tem o formato irregular, e a célula vegetal tem uma forma fixa.",2
36,"a diferença é que a celula vegetal tem uma parte para fazer fotosintese",3
36,"Por suas funções e forma elas se diferenciam.",1
36,"não sei.",0
36,"Nos podemos destacar entre as diferentes, a parede celular e os plastos",2
36,"Nos vegetais, a célula apresenta, além da membrana plasmática, uma parede que a reveste externamente. Formada principalmente por celulose, essa parede celular garante maior resistência à célula vegetal, evitando a ruptura pela entrada de água.",3
36,"A animal possui lisossomos, ribossomos complexo de Holgi e etc. Enquanto a vegetal tambem possui algumas dessas caracteristicas mas tambem possui parede celular e cloropasto para a resistência e fotossintese",3
36,"Que ela tem tipos de organelas diferentes",2
36,"a célula vegetal possui parede celular e a animal não. A vegetal possui cloroplastos",3
36,"A vegetal tem cloroplasto, vaculo , parede celular,  a animal não tem",2
36,"A animal caça e a vegetal faz fotossíntese",1
36,"A vegetal contém cloroplastos e a animal não",3
36,"Animal possui carioteca já a vegetal não",0
37,"Núcleo: Contem o material genético das celulas (DNA). Citoplasma: É a parte que fica entre a membrana e o núcleo
\
Ribossomos: Fabricam proteínas para formação das células. Mitocôndria: organela encarregada de extrair energia dos nutrientes utilizando o gás oxigênio.",2
37,"Membrana: 'capa' que envolve a celula.
\
Citoplasma: fica entre o núcleo e a membrana.
\
Nucleo: Controla a atividade da celula",2
37,"A membrana 'capa que envolve a celula attoranasma região que ele fica entre a membrana e o núcleo a estrutura que controla as atividades",2
37,"Nucleo, membrana plasmatica, citoplasma. Nucleo = comanda a célula. Membrana plasmatica = controla o que entra e sai da célula. Citoplasma = armazena as organelas.",3
37,"núcleo: comanda a função das organelas, membrana plasmática: protege a célula, citoplasma: uma especie de gel que é onde se encontra as outras partes que compõe a célula, organelas,",2
37,"Lizosomos.",0
37,"A",0
37,"membrana plasmática, citoplasma e núcleo.",1
37,"Organelas com diferentes funções para o auxiliando funcionamento da célula, Núcleo quem transporta o DNA e o RNA e quem controla o processo da célula, Parede Celular protege a célula e controla quem entra e sai da célula, Citoplasma e onde fica emersas as células",2
37,"núcleo, membrana plasmática e citoplasma, a membrana plasmática controla a entrada é saída de substâncias,o núcleo protege as células e o citoplasma protege a molecual",1
37,"Membrana plasmática: protege e envolve a celula, permitindo ou não a entrada de seres.
\
Núcleo: possui o DNA e RNA (o material genético) e comanda a célula.
\
Citoplasma: é no citoplasma que contem as organelas que desempenham diversas funções nas células.",1
37,"Leucócitos e  glóbulos vermelhos, eles são responsaveis por anticorpos.",0
37,"Núcleo protege o DNA 
\
Citoplasma é a parte gelatinosa da célula 
\
Membrana plasmática fica em volta da célula",2
37,"Membrana plástica, núcleo, citoplasma e organelas. Membrana plasmática: controla quem entra e sai da célula. Núcleo: Guarda o DNA. Citoplasma: lugar onde fica as organelas. Organelas: ajudam o núcleo",2
37,"núcleo, citoplasma, membrana plasmática",1
37,"não sei",0
37,"A membrana 'capa' que envolve a celula attos amasmo região que ele fica entre fica entre a membrana e o núcleo a estrutura que controla as atividades.",2
37,"Nucleo - contem o material e e responsavel por condenar praticamente da celula; membrana plastica; responsavel por selecionar a entrada e saida de substancias; Citoplasma; celular onde estão megulhadas, localizadas e darigados todas as organelas da celula.",2
37,"Não sei.",0
37,"membrana plasmática envolve a celula e controla tudo que entra e sai
\
citoplasma e a parte que fica entre a membrana e o núcleo.
\
núcleo: e o centro de controle da celula",3
37,"Núcleo - centro de controle , ou seja controlar a celula 
\
Membrana plasmática
\
Mitocondrias",1
37,"membrana plasmática ,citoplasma e núcleo",1
37,"Núcleo-comanda toda as funções da célula
\
Membrana plasmática-decide quem entra e quem sai da célula
\
Citoplasma-realiza todas as funções da célula",1
37,"Mitocondria transforma oxigenio em energia
\
Citoplasma transforma luz em energia",0
37,"Nucleo, cromossomo, tecido, DNA",0
37,"Núcleo: abriga e protege o DNA e faz os comandos para a célula 
\
Citoplasma: é a parte gelatinosa da célula é como um preenchimento de espaço 
\
Membrana plasmática: uma camada fina que protege a célula e a envolve",3
37,"Membrana plasmática: controla o que entra e sai das células
\
Organelas: cada uma tem sua função específica
\
Citoplasma: preenche a célula
\
Núcleo: onde se localiza o DNA",3
37,"mitocôndrias: produzem energia, cloroplasto: faz a fotossíntese, núcleo: armazena o material genético",1
37,"membrana plasmatica - revestimento, proteção e permeabilidade seletiva 
\
citoplasma - preenche o interior da celula 
\
ribossomos - sintese de proteinas 
\
nucleo - responsavel por todas as funcoes da celula",3
37,"Núcleo》Contem o DNA da célula.
\
Plasma》organelas.",1
37,"membrana (controla o que sai e entra) citoplasma (lipídios) núcleo (controle) reticulo (transporta nutrientes) mitocôndria (energia), complexo de golge (armazena) lisossomos (digestão) ribossomos (Proteínas)",2
37,"A membrana plasmatica, que controla tudo o que entra e sai da célula, o citoplasma que contém todas as organelas e o núcleo que é onde ficam armazenadas todas as informações.",2
37,"Nucleo, comanda  a célula ou a membrana",0
37,"nucleo, gameta, plasma portecao, nutriçao",0
37,"não sei.",0
37,"As principais partes são o citoplasma que rodeiam o núcleo, o citoesqueleto, formam o quadro estrutural da célula, retículo endoplasmatico, transporta as moléculas, núcleo centro de comando da célula.",2
37,"membrana plasmática citoplasma e núcleo",1
37,"Célula animal e vegetal que fica nos humanos e animais e vegetais",0
37,"Material genetico 
\
Citoplasma 
\
Ribossomo
\
Membrana plasmatica",0
37,"O núcleo que é o centro a mitocôndria que controla a respiração e o citoesqueleto que sutenta as células",1
37,"O núcleo, a membrana plasmática, as organelas, o citoplasma. A função do núcleo é que, é nele que possui o DNA. A da membrana plasmática é proteger a célula e não permitir que algum vírus entre nela. O citoplasma é a substância que segura as organelas. As organelas é o que compoe e ajuda a célula.",2
37,"A célula tem o núcleo que é  a parte mais importante que também  comanda a célula ,a parede celular  também  que protege a célula, o citoplasma que é  um líquido importante  para a célula",2
37,"membrana plasmática:revestimento,proteção e permeabilidade seletiva
\
citoplasma:preenche o interior da celula
\
ribossomos:sintese de proteína
\
núcleo:responsavel por todas as funções celulares",3
37,"Membrana plasmatica, ribossomo, complexo golgiense, mitocondria, reticulo endoplasmatico, citoplasma, libossomo, nucleo, membrana plasmatica = é uma pelicula que envolve a celula e regula tudo que entra e sai dela; citoplasma = aquilo que da forma; ribossomo = são pequenos grãos que podem estar espalhados pelo citoplasma.",2
37,"mitocôndrias: produção de energia 
\
núcleo: armazenamento do DNA 
\
complexo de goldi: não sei 
\
citoplasma: substância no interior das células
\
etc",0
37,"A membrana capa que emvolve a celula citoplasma região que fica entre a membrana e o núcleo estrutura que controla as atividades",2
37,"Membrana plasmatica: controla a entrada de saida de substancias. 
\
Citoplasma: As substancias que entram vão penetrar aqui fazendo com que seja possivel a transformação.
\
Núcleo: Ele é muito pois é onde se econtra o nosso material genetico.",3
37,"nucleo, gameta,plasma,centriculos,citoplasma, membrana plasmatica  umas sao responsaveis por proteçao, outra por nutriçao.",1
37,"mitocondria, extrai energia",0
37,"Membrana celular, que delimita a célula, o citoplasma, que é onde as organelas estão, e o núcleo, que possuí o material genético.",2
37,"membrana plasmática citoplasma e núcleo",1
37,"Citoplasma:fica entre o núcleo e a membrana plasmática e lá se encontra o citosol onde fica da organelas celular 
\
\
Membrana plasmática: ela proteje e delimita a célula 
\
\
Núcleo: ele retém todas as informações como o DNA e o RNA",3
37,"A célula é composta pelo núcleo, camada sebacea e camada eztser;Suas funções são vitais para o ser humano e outros tipos de animais,por isso são necessárias para viver.",0
37,"Membrana Plasmática - camada que cobre a celula protegendo-a, controla a entrada e saída de nutrientes na celula
\
Citoplasma - onde ficam abrigados os componente da célula, ex : retículo endoplasmático...
\
Núcleo : interior da célula onde fica o DNA (material genético)",3
37,"Núcleo que é responsável por guardar o DNA, mitocôndria que é responsável pela energia",1
37,"Núcleo,parede celular,citoplasma 
\
Nucleo:é tipo um cérebro mas ela que manda em toda a célula 
\
Parede celular:protegê o núcleo 
\
Citoplasma:ele é uma proteção amais",1
37,"Membrana-proteger as celulas
\
Nucleo-contém o Dna
\
Cloroplastos-ficam com as organelas
\
Citoplasma-é um gel",1
37,"Mitocondrias, núcleo, ribossomo, libossomo, citoplasma, membrana plasmática, complexo golgiense e reticulo endoplasmático.",1
37,"Membrana plasmática, cloroplasto e núcleo.",0
37,"Membrana: É uma película que envolve a celula e regula tudo o que entra e sai. Nucleo: É o centro de controle da célula, onde há fios microscopicos os cromossomos. Mitocondria: É a organela encarregada de extrair energia dos nutrientes.",2
37,"Citoplasma, membrana plasmatica e nucleo. Nucleo e o que comanda a celula, a membrana plasmatica envolve a celula e regula tudo que entra e sai dela, citoplasma ocorre transformações quimicas.",3
37,"Núcleo,citoplasma,membrana plasmáticas.
\
Núcleo-comanda todas as ações das células
\
citoplasma-preencher as células
\
Membrama Plamatica-É a parede que envolve a célula",2
37,"mitocondria: extrai energia",0
37,".",0
37,"membrana plasmática,citoplasma,e núcleo",1
37,"Complexo de Golgi – processa lipídeos e proteínas, além de separar moléculas para serem secretadas;
\
Lisossomos – possuem tamanhos variados e estrutura esférica, sendo responsáveis pela digestão intracelular;
\
Mitocôndrias – com formato variando do oval ao esférico, são consideradas as usinas da célula, pois sua principal função é fornecer energia através do processamento de glicose e oxigênio;
\
Peroxissomos – Comumente são esféricos e tem por função oxidar ácidos graxos para sintetizar o colesterol e para uso na respiração da célula;
\
Retículo Endoplasmático Liso – caracterizado por ser formado por uma rede de membranas conectadas em forma de tubos, tem como principais funções sintetizar lipídeos e hormônios, armazenagem de cálcio e desintoxicação da célula;
\
Retículo Endoplasmático Rugoso (ou Granular) – possui forma semelhante ao do Retículo Endoplasmático Liso, mas com Polirribossomos aderidos na membrana externa. Tem como principal função a síntese proteica.",2
37,"Citoplasma 
\
Reticulo endoplasmático 
\
Núcleo",0
37,"Nucleo , membrana plasmatica , citoplasma",0
37,"Nucleo: armazena o DNA e controla a célula.
\
Citoplasma: líquido localizado entre a membrana plasmática e o núcleo, nele se localizam as organelas e também serve de proteção para o núcleo.
\
Membrana plasmatica: Exerce a função de um filtro, selecionando o que entra e sai da célula.",3
37,"Membrana plasmática, define o que entra e sai da célula. Núcleo, armazena o material genético. Citoplasma, protege as organelas presentes na célula. Ribossomos, responsável pela produção de energia. Lisossomos, responsável epla respiração celular.",2
37,"membrana plasmatica, que delimita a celula. citoplasma, 'gelatina' que preenche a célula, nucleo celular, responsavel pelo funcionamento das celulas e é nele que o dna é contido, as mitocôndrias relacionadas a energia e respiração da celula, e o complexo golgi",2
