question_id,refans_text
46,"As artérias saem do coração e tornam-se cada vez mais finas à medida que se ramificam. Esses vasos apresentam como função principal levar o sangue e, consequentemente, nutrientes e oxigênio do coração para os tecidos.As veias  levam sangue do corpo para o coração para que ele possa ser bombeado novamente para o corpo."
46,"As arterias são vasos sanguineos, responsaveis por conduzir o sangue para fora do coração, carregando sangue artereal, rico em O2. As veias são responsaveis por conduzir o sangue proveniente dos tecidos para o coração, onde é rico em CO2 e carrega sangue venoso."
46,"Arterias: São mais resistentes, elásticas para suportarem a pressão sanguínea, ja que se localizam após o coração, levando sangue para o corpo.
\
Veias: Não são tão resistentes quanto as artérias, pois não recebem sangue com tanta pressão, apenas o levam de volta para o coração, elas também possuem válvulas para impedir que o sangue volte no sentido contrário."
46,"veias: vasos de calibre nao muito grosso, levam sangue de volta para o coração, e por terem baixa preção tem válvulas que impedem que o sangue volte. arterias: vasos de calibre grosso pois tem uma grande pressão sanguinea levando o sangue que sai do coração"
46,"Quando o coração bombeia o sangue, ele bombeia este sangue diretamente nas artérias com grande pressão, para que as artérias possam conduzir o sangue na direção dos tecidos. as veias são responsáveis por conduzir o sangue de volta ao coração e removem as toxinas dos tecidos para elas sejam eliminadas."
46,"As artérias transportam o sangue que é rico em oxigênio e as veias transportam sangue rico em gás carbonico, para o coração."
46,"As artérias são vasos que saem do coração, e são espessas, pois possuem uma pressão sanguínea muito alta. Já a veia é o vaso que chega ao coração, e possuem válvulas que impedem o refluxo sanguíneo."
46,"As artérias transportam o sangue rico em oxigênio para todo o corpo e as veias transportam o sangue rico em CO2 para o coração."
47,"Ele tem a função de metabolizar e armazenar nutrientes, que só ficam prontos para serem absorvidos e utilizados pelo organismo após passarem por ele."
47,"O fígado é um dos órgãos do sistema digestório mais importantes para a digestão porque ele tem a função de metabolizar e armazenar nutrientes, que só ficam prontos para serem absorvidos e utilizados pelo organismo após passarem por ele."
47,"Além da liberação da bile, o fígado funciona como um laboratório transformando quase todas as substâncias que passam por ele."
47,"A produção da Bile"
47,"Ele metabolisa e armazena nutrientes"
47,"Algumas das funções do fígado na digestão humana são: produção da bile, armazenamento de glicose, produção de glicose, transformação de substâncias ..."
47,"Armazenar nutrientes."
47,"Tem função de metabolizar e armazenar nutrientes, que só ficam prontos para serem absorvidos e utilizados pelo organismo após passarem por ele."
48,"Promove a produção de anticorpos contra determinada substância, prepara o organismo para que, em caso de infecção por aquela substância, o sistema de defesa possa agir rapidamente."
48,"Elas protegem o corpo humano produzindo anticorpos."
48,"Ao ser introduzida no corpo do ser humano, a vacina provoca uma reação (imunização) do sistema imunológico, promovendo a produção de anticorpos (leucócitos) contra aquela substância."
48,"Nas vacinas temos o virus morto ou quase morto, uma vez que esse corpo estranho entra em seu corpo, as celulas de defesa especificas para ele são produzidas e se você pegar esta doença seu corpo ja está preparado"
48,"A função das vacinas é criar células de defesa através de pequenas doses do próprio morto vírus, imunizando as pessoas"
48,"As vacinas permitem que as células de defesa já tenham uma experiência antecipadamente contra o agente invasor, assim quando for a doença realmente as células de defesa saberá como se defender."
48,"As vacinas estimulam a produção de anticorpos pelo corpo, ficando a pessoa imunizada."
48,"As vacinas são uma forma de imunização ativa; como contêm vírus mortos ou atenuados, elas induzem ao contato primário com a doença, assim, o organismo produz anticorpos e com um segundo contato com o antígeno estará 'melhor protegido', uma vez que sua resposta será mais rápida e a quantidade de anticorpos maior."
49,"porque possuem diferente tipos de nutrientes"
49,"Cada alimento possui nutrientes essenciais para que o ser humano viva bem."
49,"Porque os alimentos se dividem entre grupos diferentes: reguladores, energéticos e construtores."
49,"Cada alimento possui um nutriente específico. E o corpo humano precisa de todas elas para ter um bom funcionamento. Por exemplo, no leite temos cálcio, na carne a proteína."
49,"porque cada alimento tem vitaminas, minerais, carboidratos, nutrientes diferentes, e comendo de tudo um pouco teremos uma alimentação saudável"
49,"o nosso corpo precisa de diferentes nutrientes que um unico alimento não oferece"
49,"Porque os alimentos tem diferentes funções no nosso corpo. Eles protegem, dão energia e ajudam no crescimento."
49,"Porque uma alimentação equilibrada com alimentos de diferentes funções proporcionam saúde ao nosso corpo."
50,"A hemodiálise faz a função do rim, de filtrar o sangue e retirando as substâncias impuras"
50,"Ela faz o trabalho do rim, filtra o sangue tirando suas impurezas"
50,"Ela filtra o sangue de uma pessoa que o rim está ruim, exercendo a função do rim"
50,"É o processo de filtragem e depuração de substâncias indesejáveis do sangue. Ela faz o papel dos rins."
50,"Filtrar o sangue quando o rim não funciona"
50,"Hemodiálise é um procedimento onde  uma máquina limpa e filtra o sangue, ou seja, faz parte do trabalho que o rim doente não pode fazer."
50,"filtra o sangue quando o rim para de funcionar"
50,"Quando os rins deixam de funcionar, a hemodiálise surge como uma opção de tratamento que permite remover as toxinas e o excesso de água do seu organismo."
